statement,source,link,veracity,tokens
"Says if elected, he would be the first Mayor who lives east of 82nd.",Jefferson Smith,/web/20180119174424/http://www.politifact.com/oregon/statements/2011/nov/04/jefferson-smith/if-elected-would-jefferson-smith-really-be-first-p/,1,"['Says', 'if', 'elected', 'he', 'would', 'be', 'the', 'first', 'Mayor', 'who', 'lives', 'east', 'of', '82nd']"
A state bill would end a longstanding requirement that local governments repair highways and sidewalks -- and block injured citizens from suing over neglected maintenance.,Wisconsin Association for Justice,/web/20180119174424/http://www.politifact.com/wisconsin/statements/2011/nov/04/wisconsin-association-justice/wisconsin-association-justice-says-state-bill-woul/,0,"['A', 'state', 'bill', 'would', 'end', 'a', 'longstanding', 'requirement', 'that', 'local', 'governments', 'repair', 'highways', 'and', 'sidewalks', 'and', 'block', 'injured', 'citizens', 'from', 'suing', 'over', 'neglected', 'maintenance']"
"Says ""the City of Portland alone has 84 public relation representatives on payroll which cost taxpayers over $6.2 million (a year).""",Taxpayer Association of Oregon,/web/20180119174424/http://www.politifact.com/oregon/statements/2011/nov/04/taxpayer-association-oregon/does-portland-really-have-84-pr-people-staff/,0,"['Says', 'the', 'City', 'of', 'Portland', 'alone', 'has', '84', 'public', 'relation', 'representatives', 'on', 'payroll', 'which', 'cost', 'taxpayers', 'over', '6', '2', 'million', 'a', 'year']"
"""Thirty million Americans, including a lot of people in Florida, are going to be able to get healthcare next year because of that law.""",Barack Obama,/web/20180119174424/http://www.politifact.com/truth-o-meter/statements/2011/nov/03/barack-obama/obama-says-health-law-will-kick-millions-next-year/,0,"['Thirty', 'million', 'Americans', 'including', 'a', 'lot', 'of', 'people', 'in', 'Florida', 'are', 'going', 'to', 'be', 'able', 'to', 'get', 'healthcare', 'next', 'year', 'because', 'of', 'that', 'law']"
"Under a law proposed by Wisconsin Gov. Scott Walker, businesses that move into Wisconsin ""don't have to pay any taxes"" on their income for two years.",Mahlon Mitchell,/web/20180119174424/http://www.politifact.com/wisconsin/statements/2011/nov/03/mahlon-mitchell/potential-recall-candidate-says-walker-gave-compan/,1,"['Under', 'a', 'law', 'proposed', 'by', 'Wisconsin', 'Gov', 'Scott', 'Walker', 'businesses', 'that', 'move', 'into', 'Wisconsin', 'don', 't', 'have', 'to', 'pay', 'any', 'taxes', 'on', 'their', 'income', 'for', 'two', 'years']"
"""New Jersey alone, my home state, is facing a ten-and-a-half billion dollar shortfall in its 2012 fiscal budget. This means more cuts in state and local spending for education, which means our kids are hurt.""",Robert Menendez,/web/20180119174424/http://www.politifact.com/new-jersey/statements/2011/nov/03/robert-menendez/robert-menendez-says-new-jersey-budget-shortfall-m/,0,"['New', 'Jersey', 'alone', 'my', 'home', 'state', 'is', 'facing', 'a', 'ten', 'and', 'a', 'half', 'billion', 'dollar', 'shortfall', 'in', 'its', '2012', 'fiscal', 'budget', 'This', 'means', 'more', 'cuts', 'in', 'state', 'and', 'local', 'spending', 'for', 'education', 'which', 'means', 'our', 'kids', 'are', 'hurt']"
Says Mitt Romney flip-flopped on abortion.,Jon Huntsman,/web/20180119174424/http://www.politifact.com/truth-o-meter/statements/2011/nov/02/jon-huntsman/Says-Mitt-Romney-flip-flopped-on-abortion/,1,"['Says', 'Mitt', 'Romney', 'flip', 'flopped', 'on', 'abortion']"
Says Measure 3-386 will cost a fortune for elections while Measure 3-388 will cost less.,Ann  Lininger,/web/20180119174427/http://www.politifact.com/oregon/statements/2011/nov/02/ann-lininger/will-countywide-vote-urban-renewal-cost-taxpayers-/,0,"['Says', 'Measure', '3', '386', 'will', 'cost', 'a', 'fortune', 'for', 'elections', 'while', 'Measure', '3', '388', 'will', 'cost', 'less']"
"""If Rhode Island does a hybrid [retirement] plan we’ll be the first state in the nation to do this.’’",Lincoln Chafee,/web/20180119174427/http://www.politifact.com/rhode-island/statements/2011/nov/02/lincoln-chafee/gov-lincoln-chafee-says-rhode-island-would-be-firs/,0,"['If', 'Rhode', 'Island', 'does', 'a', 'hybrid', 'retirement', 'plan', 'we', 'll', 'be', 'the', 'first', 'state', 'in', 'the', 'nation', 'to', 'do', 'this']"
"""I made a bunch of these promises during the campaign. ... We've got about 60 percent done in three years.""",Barack Obama,/web/20180119174427/http://www.politifact.com/truth-o-meter/statements/2011/nov/01/barack-obama/barack-obama-says-60-percent-his-promises-are-done/,0,"['I', 'made', 'a', 'bunch', 'of', 'these', 'promises', 'during', 'the', 'campaign', 'We', 've', 'got', 'about', '60', 'percent', 'done', 'in', 'three', 'years']"
"""The collective net worth of Americans has taken a $5.5 trillion hit ... mainly due to plummeting home values.""",Nina Turner,/web/20180119174427/http://www.politifact.com/ohio/statements/2011/nov/01/nina-turner/nina-turner-says-plummeting-home-values-have-hamme/,1,"['The', 'collective', 'net', 'worth', 'of', 'Americans', 'has', 'taken', 'a', '5', '5', 'trillion', 'hit', 'mainly', 'due', 'to', 'plummeting', 'home', 'values']"
"Says state Senate President Stephen ""Sweeney gave us the nation's highest income tax rates, driving out jobs.""",Americans for Prosperity: New Jersey,/web/20180119174427/http://www.politifact.com/new-jersey/statements/2011/oct/31/americans-prosperity-new-jersey/conservative-group-claims-steve-sweeney-gave-new-j/,0,"['Says', 'state', 'Senate', 'President', 'Stephen', 'Sweeney', 'gave', 'us', 'the', 'nation', 's', 'highest', 'income', 'tax', 'rates', 'driving', 'out', 'jobs']"
"Says for every dollar the state spent on audits last year, it delivered $64 in cost savings.",Kate Brown,/web/20180119174427/http://www.politifact.com/oregon/statements/2011/oct/29/kate-brown/kate-brown-says-state-getting-huge-return-audit-sp/,1,"['Says', 'for', 'every', 'dollar', 'the', 'state', 'spent', 'on', 'audits', 'last', 'year', 'it', 'delivered', '64', 'in', 'cost', 'savings']"
"The departments of Commerce, Education and Energy and the EPA saw their spending increase by between 130 percent and 219 percent between 2008 and 2010.",Jeb Hensarling,/web/20180119174429/http://www.politifact.com/truth-o-meter/statements/2011/oct/28/jeb-hensarling/supercommittee-co-chair-jeb-hensarling-cites-huge-/,0,"['The', 'departments', 'of', 'Commerce', 'Education', 'and', 'Energy', 'and', 'the', 'EPA', 'saw', 'their', 'spending', 'increase', 'by', 'between', '130', 'percent', 'and', '219', 'percent', 'between', '2008', 'and', '2010']"
Gov. Scott Walker’s plan to freeze pay for state employees includes a 5.4 percent raise for himself.,Bloggers,/web/20180119174429/http://www.politifact.com/wisconsin/statements/2011/oct/28/blog-posting/bloggers-say-gov-scott-walker-taking-pay-raise-whi/,0,"['Gov', 'Scott', 'Walker', 's', 'plan', 'to', 'freeze', 'pay', 'for', 'state', 'employees', 'includes', 'a', '5', '4', 'percent', 'raise', 'for', 'himself']"
"Says judges ""get better benefits at a lower cost than everybody else in the state.""",Chris Christie,/web/20180119174429/http://www.politifact.com/new-jersey/statements/2011/oct/27/chris-christie/chris-christie-claims-judges-reap-better-pension-b/,1,"['Says', 'judges', 'get', 'better', 'benefits', 'at', 'a', 'lower', 'cost', 'than', 'everybody', 'else', 'in', 'the', 'state']"
"""The largest category of people coming into the technical schools in Wisconsin are people with four-year degrees.""",Scott Walker,/web/20180119174429/http://www.politifact.com/wisconsin/statements/2011/oct/26/scott-walker/gop-gov-scott-walker-says-largest-category-technic/,0,"['The', 'largest', 'category', 'of', 'people', 'coming', 'into', 'the', 'technical', 'schools', 'in', 'Wisconsin', 'are', 'people', 'with', 'four', 'year', 'degrees']"
"""Minimum wage = $16,000/year CEO-Goldman Sachs (Lloyd Blankfein) $16,000/Hour.""",Occupy Providence,/web/20180119174431/http://www.politifact.com/rhode-island/statements/2011/oct/26/occupy-providence/occupy-providence-protester-says-goldman-sachs-ceo/,0,"['Minimum', 'wage', '16', '000', 'year', 'CEO', 'Goldman', 'Sachs', 'Lloyd', 'Blankfein', '16', '000', 'Hour']"
"GOP presidential hopeful Herman Cain called Ron Paul’s followers ""ignorant.""",Ron Paul,/web/20180119174431/http://www.politifact.com/georgia/statements/2011/oct/25/ron-paul/paul-herman-cain-called-federal-reserve-critics-ig/,0,"['GOP', 'presidential', 'hopeful', 'Herman', 'Cain', 'called', 'Ron', 'Paul', 's', 'followers', 'ignorant']"
"Herman Cain is a ""pro-choice candidate.""",Iowans for Some Semblance of Christian Decency,/web/20180119174431/http://www.politifact.com/truth-o-meter/statements/2011/oct/24/iowans-some-semblance-christian-decency/herman-cain-decidedly-anti-abortion/,0,"['Herman', 'Cain', 'is', 'a', 'pro', 'choice', 'candidate']"
"Says 24 million people in this country ""can't find a full-time job,"" 50 million ""can't see a doctor when they're sick,"" 47 million people need government help to feed themselves and 15 million families owe more than the value of their home.",Alan Grayson,/web/20180119174431/http://www.politifact.com/florida/statements/2011/oct/24/alan-grayson/alan-graysons-defense-occupy-wall-street-impassion/,1,"['Says', '24', 'million', 'people', 'in', 'this', 'country', 'can', 't', 'find', 'a', 'full', 'time', 'job', '50', 'million', 'can', 't', 'see', 'a', 'doctor', 'when', 'they', 're', 'sick', '47', 'million', 'people', 'need', 'government', 'help', 'to', 'feed', 'themselves', 'and', '15', 'million', 'families', 'owe', 'more', 'than', 'the', 'value', 'of', 'their', 'home']"
"Says Wisconsin Gov. Scott Walker’s ""actions are directly responsible for killing at least 15,000 jobs.""",Brett Hulsey,/web/20180119174431/http://www.politifact.com/wisconsin/statements/2011/oct/24/brett-hulsey/gop-wisconsin-gov-scott-walker-killed-15000-jobs-d/,0,"['Says', 'Wisconsin', 'Gov', 'Scott', 'Walker', 's', 'actions', 'are', 'directly', 'responsible', 'for', 'killing', 'at', 'least', '15', '000', 'jobs']"
"Says his parents ""came to America following Fidel Castro's takeover"" of Cuba.",Marco Rubio,/web/20180119174431/http://www.politifact.com/florida/statements/2011/oct/21/marco-rubio/sen-marco-rubio-said-his-parents-came-america-foll/,0,"['Says', 'his', 'parents', 'came', 'to', 'America', 'following', 'Fidel', 'Castro', 's', 'takeover', 'of', 'Cuba']"
"""Romneycare was model for Obamacare.""",Rick Perry,/web/20180119174434/http://www.politifact.com/texas/statements/2011/oct/21/rick-perry/rick-perry-says-romneycare-was-model-obamacare/,1,"['Romneycare', 'was', 'model', 'for', 'Obamacare']"
"Says ""Many people I’ve talked to are angry that because of City Hall inaction we may have to spend a needless $500 million to cover and treat our pure drinking water.""",Eileen Brady,/web/20180119174434/http://www.politifact.com/oregon/statements/2011/oct/21/eileen-brady/eileen-brady-says-because-portland-city-hall-inact/,0,"['Says', 'Many', 'people', 'I', 've', 'talked', 'to', 'are', 'angry', 'that', 'because', 'of', 'City', 'Hall', 'inaction', 'we', 'may', 'have', 'to', 'spend', 'a', 'needless', '500', 'million', 'to', 'cover', 'and', 'treat', 'our', 'pure', 'drinking', 'water']"
"Says his proposed payroll tax cut ""will mean an extra $1,500 in your pocket compared to if we do nothing.""",Barack Obama,/web/20180119174434/http://www.politifact.com/virginia/statements/2011/oct/21/barack-obama/obama-says-his-payroll-tax-cut-would-mean-1500-you/,1,"['Says', 'his', 'proposed', 'payroll', 'tax', 'cut', 'will', 'mean', 'an', 'extra', '1', '500', 'in', 'your', 'pocket', 'compared', 'to', 'if', 'we', 'do', 'nothing']"
"The newly created state Immigration Enforcement Review Board ""can actually prosecute, and get them [violators] into jail, if we bring in the attorney general.""",Phil Kent,/web/20180119174434/http://www.politifact.com/georgia/statements/2011/oct/21/phil-kent/kent-immigration-board-can-prosecute-attorney-gene/,0,"['The', 'newly', 'created', 'state', 'Immigration', 'Enforcement', 'Review', 'Board', 'can', 'actually', 'prosecute', 'and', 'get', 'them', 'violators', 'into', 'jail', 'if', 'we', 'bring', 'in', 'the', 'attorney', 'general']"
"""Nearly half of all pregnancies in the U.S. are unintended.""",Edith Ajello,/web/20180119174434/http://www.politifact.com/rhode-island/statements/2011/oct/21/edith-ajello/ri-rep-edith-ajello-says-half-pregnancies-us-are-u/,1,"['Nearly', 'half', 'of', 'all', 'pregnancies', 'in', 'the', 'U', 'S', 'are', 'unintended']"
"""Foster children are disproportionately victims of identity theft.""",James Langevin,/web/20180119174434/http://www.politifact.com/rhode-island/statements/2011/oct/20/james-langevin/ri-rep-james-langevin-says-foster-children-are-mor/,0,"['Foster', 'children', 'are', 'disproportionately', 'victims', 'of', 'identity', 'theft']"
"""We saw the president of the United States engage American troops in a fourth conflict in a foreign land. This is historic.""",Michele Bachmann,/web/20180119174434/http://www.politifact.com/truth-o-meter/statements/2011/oct/19/michele-bachmann/michele-bachmann-says-four-simultaneous-military-d/,0,"['We', 'saw', 'the', 'president', 'of', 'the', 'United', 'States', 'engage', 'American', 'troops', 'in', 'a', 'fourth', 'conflict', 'in', 'a', 'foreign', 'land', 'This', 'is', 'historic']"
"""Nearly 14,000 Wisconsinites have lost their job since Governor Walker and the Republicans took over in January.""",Mark Miller,/web/20180119174456/http://www.politifact.com/wisconsin/statements/2011/oct/19/mark-miller/nearly-14000-wisconsinites-have-lost-their-job-gov/,0,"['Nearly', '14', '000', 'Wisconsinites', 'have', 'lost', 'their', 'job', 'since', 'Governor', 'Walker', 'and', 'the', 'Republicans', 'took', 'over', 'in', 'January']"
"The 9-9-9 plan ""does not raise taxes on those that are making the least.""",Herman Cain,/web/20180119174456/http://www.politifact.com/truth-o-meter/statements/2011/oct/18/herman-cain/herman-cain-says-9-9-9-plan-does-not-raise-taxes-t/,0,"['The', '9', '9', '9', 'plan', 'does', 'not', 'raise', 'taxes', 'on', 'those', 'that', 'are', 'making', 'the', 'least']"
"""When we got the income tax in 1913, the top rate was 7 percent. By 1980, the top rate was 70 percent.""",Michele Bachmann,/web/20180119174456/http://www.politifact.com/truth-o-meter/statements/2011/oct/18/michele-bachmann/michele-bachmann-says-top-income-tax-rate-rose-7-p/,1,"['When', 'we', 'got', 'the', 'income', 'tax', 'in', '1913', 'the', 'top', 'rate', 'was', '7', 'percent', 'By', '1980', 'the', 'top', 'rate', 'was', '70', 'percent']"
"""The people in Massachusetts like (the state health care plan) by about a 3-1 margin.""",Mitt Romney,/web/20180119174456/http://www.politifact.com/truth-o-meter/statements/2011/oct/18/mitt-romney/mitt-romney-says-massachusetts-residents-favor-sta/,1,"['The', 'people', 'in', 'Massachusetts', 'like', 'the', 'state', 'health', 'care', 'plan', 'by', 'about', 'a', '3', '1', 'margin']"
"Says Barack Obama ""never worked in the private sector"" before he was elected president.",Mitt Romney,/web/20180119174456/http://www.politifact.com/truth-o-meter/statements/2011/oct/18/mitt-romney/romney-says-barack-obama-has-no-private-sector-exp/,0,"['Says', 'Barack', 'Obama', 'never', 'worked', 'in', 'the', 'private', 'sector', 'before', 'he', 'was', 'elected', 'president']"
